1,806
2,970
3,943
4,1264
5,1332
6,1540
7,1798
8,2163
9,2537
10,2953
11,3051
12,3397
13,3475
14,4054
15,3946
16,4172
17,4444
18,4753
19,4849
20,5476
21,5821
22,5697
23,6546
24,6401
25,6934
26,7027
27,7451
28,7599
29,8168
30,8244
31,9475
32,10427
33,9558
34,9932
35,10078
36,10029
37,11037
38,10674
39,10727
40,11916
41,11943
42,11598
43,12621
44,12169
45,11357
46,11525
47,12282
48,12943
49,12194
50,12196
51,12144
52,11948
53,12242
54,12611
55,15791
56,14863
57,13817
58,14496
59,15660
60,15189
61,14525
62,14167
63,14867
64,16912
65,14763
66,13229
67,13251
68,13430
69,13151
70,13269
71,14207
72,18163
73,14687
74,13962
75,14475
76,13236
77,13484
78,13926
79,14377
80,15066
81,14717
82,15662
83,15095
84,14590
85,14988
86,13594
87,13542
88,13647
89,14202
90,14517
91,14497
92,13949
93,16190
94,14275
95,14685
96,15031
97,14524
98,15870
99,14063
100,13805
101,13936
102,14007
103,14150
104,14076
105,14037
106,15010
107,14099
108,14234
109,14624
110,15290
111,14408
112,14226
113,14034
114,14268
115,13989
116,14042
117,14461
118,14152
119,14050
120,14386
121,14247
122,14406
123,14210
124,14324
125,14229
126,14485
127,14518
128,17498
129,14654
130,14728
131,15492
132,15652
133,14392
134,17133
135,17644
136,16367
137,16072
138,15292
139,16337
140,16178
141,16709
142,15461
143,14258
144,14745
145,14658
146,14453
147,14223
148,14641
149,14478
150,15884
151,15384
152,14732
153,14344
154,14584
155,14472
156,14643
157,14512
158,15223
159,15420
160,15253
161,14548
162,14804
163,14529
164,15624
165,15620
166,14490
167,14425
168,14424
169,14419
170,14818
171,14853
172,15072
173,15218
174,14483
175,15283
176,14931
177,14959
178,14900
179,15380
180,14751
181,14510
182,14518
183,14835
184,14670
185,14641
186,14423
187,14527
188,14547
189,14796
190,14773
191,15101
192,17491
193,15425
194,14923
195,14854
196,14597
197,15946
198,16085
199,15709
200,15405
201,14516
202,14629
203,14681
204,14789
205,14598
206,14726
207,14782
208,14908
209,14778
210,14957
211,15271
212,14810
213,15014
214,14877
215,14942
216,14815
217,14938
218,15095
219,15360
220,14985
221,15028
222,15264
223,16401
224,16391
225,16817
226,18012
227,16913
228,16036
229,16780
230,16246
231,15163
232,16105
233,15002
234,15276
235,14862
236,14922
237,16485
238,15415
239,16086
240,15234
241,14949
242,14982
243,14782
244,15061
245,15123
246,15020
247,15131
248,15692
249,15645
250,15510
251,15333
252,15166
253,15308
254,15273
255,15310
256,17987
257,15652
258,15187
259,15253
260,16071
261,17818
262,15386
263,15332
264,15228
265,16124
266,15436
267,15303
268,15093
269,14859
270,14813
271,14785
272,15616
273,15082
274,15098
275,14857
276,15036
277,15874
278,16038
279,16024
280,16436
281,16269
282,15951
283,16665
284,14811
285,14756
286,14750
287,14836
288,15177
289,15324
290,14935
291,17669
292,15957
293,15024
294,14957
295,15161
296,16322
297,15979
298,16243
299,15116
300,14987
301,15089
302,15922
303,15693
304,15051
305,14881
306,15370
307,16071
308,15193
309,15006
310,15224
311,15306
312,14818
313,14929
314,14985
315,14945
316,15063
317,15044
318,15107
319,15399
320,18130
321,15374
322,15302
323,17168
324,16479
325,14874
326,15151
327,15108
328,15456
329,14944
330,14983
331,15938
332,15274
333,14838
334,14883
335,15835
336,15247
337,15038
338,14730
339,15032
340,15072
341,14928
342,14771
343,14948
344,14729
345,14903
346,14705
347,14753
348,15111
349,15217
350,15305
351,15244
352,14836
353,15145
354,15036
355,14916
356,15119
357,14958
358,15744
359,15933
360,15013
361,14871
362,14880
363,15352
364,16483
365,17940
366,18942
367,17326
368,17057
369,16749
370,15584
371,15431
372,15394
373,15170
374,15168
375,15275
376,15287
377,17388
378,16364
379,16132
380,16122
381,15996
382,15497
383,15354
384,18008
385,15949
386,16122
387,15370
388,15089
389,15357
390,15084
391,15130
392,15132
393,15119
394,15207
395,14984
396,15019
397,15008
398,15548
399,16599
400,15192
401,15216
402,15228
403,15169
404,15184
405,15365
406,15801
407,15389
408,15433
409,15230
410,15266
411,15146
412,15491
413,15608
414,15270
415,15303
416,16323
417,16888
418,16310
419,17132
420,16882
421,16557
422,16537
423,16227
424,15404
425,15408
426,15257
427,15230
428,16311
429,16968
430,15236
431,16779
432,15906
433,17787
434,16122
435,15459
436,15267
437,15228
438,15479
439,15460
440,15489
441,15559
442,15492
443,15282
444,15372
445,15554
446,15758
447,16722
448,18280
449,16442
450,15492
451,15686
452,15312
453,15326
454,15271
455,15164
456,15326
457,15297
458,15278
459,15194
460,15112
461,15089
462,15297
463,15098
464,16676
465,15613
466,15029
467,15429
468,15284
469,15022
470,14882
471,14958
472,14922
473,14820
474,14858
475,14806
476,14887
477,15140
478,15142
479,14975
480,14701
481,14889
482,14656
483,14658
484,14528
485,14639
486,14744
487,16646
488,16069
489,15065
490,15017
491,14847
492,15795
493,14527
494,14568
495,14789
496,14734
497,15036
498,15798
499,15376
500,14565
501,14709
502,14483
503,15984
504,16517
505,16166
506,16724
507,16674
508,16588
509,16251
510,15790
511,16160
512,19410
513,16091
