1,1217
2,1434
3,1800
4,2366
5,2894
6,4125
7,3952
8,4395
9,5105
10,6230
11,6584
12,8079
13,9887
14,10225
15,12590
16,11310
17,11257
18,10634
19,10491
20,10756
21,10908
22,11089
23,11399
24,12439
25,12171
26,12507
27,12705
28,13754
29,12680
30,12563
31,13597
32,17344
33,13115
34,13007
35,13767
36,14146
37,13580
38,13400
39,13320
40,13611
41,13664
42,13501
43,13686
44,14051
45,13837
46,13885
47,13954
48,13916
49,14097
50,14394
51,14567
52,14390
53,15791
54,14787
55,14787
56,14442
57,14246
58,14382
59,14156
60,14876
61,14602
62,14782
63,14777
64,17758
65,14751
66,14604
67,15848
68,15838
69,15428
70,14547
71,14554
72,14445
73,14511
74,14479
75,14942
76,14471
77,20564
78,14951
79,15033
80,14611
81,14860
82,14629
83,14614
84,14545
85,14723
86,14597
87,15287
88,14981
89,15042
90,15382
91,14560
92,14679
93,14868
94,15002
95,15331
96,17721
97,15327
98,14852
99,15058
100,15202
101,16546
102,15023
103,14753
104,14789
105,15134
106,15752
107,14973
108,14859
109,15273
110,14936
111,15351
112,14857
113,15113
114,14900
115,15308
116,14934
117,16129
118,16309
119,15029
120,14910
121,16247
122,16190
123,16133
124,15733
125,15512
126,15333
127,15251
128,18036
129,15384
130,15211
131,15636
132,15172
133,15531
134,16857
135,15680
136,15005
137,14885
138,14924
139,14919
140,14944
141,15527
142,15317
143,15134
144,15117
145,15056
146,14898
147,16344
148,16600
149,16135
150,17002
151,16217
152,17214
153,16981
154,15215
155,14992
156,15359
157,16090
158,16679
159,16793
160,19593
161,19583
162,15608
163,15505
164,16206
165,15058
166,15854
167,14831
168,14782
169,15677
170,15036
171,14737
172,15035
173,15122
174,14919
175,14841
176,14842
177,15167
178,15572
179,16295
180,16901
181,15284
182,14863
183,14979
184,15198
185,15717
186,14959
187,15159
188,15954
189,15280
190,15472
191,15387
192,18125
193,15303
194,15163
195,15243
196,15348
197,15237
198,16049
199,17235
200,15670
201,15159
202,15256
203,15332
204,15461
205,15208
206,15236
207,15182
208,15412
209,15332
210,15560
211,15330
212,15551
213,16039
214,15772
215,15276
216,15223
217,15210
218,15310
219,15352
220,15357
221,15814
222,15486
223,15443
224,18450
225,15535
226,16178
227,16006
228,15362
229,15460
230,15270
231,15159
232,15533
233,15893
234,14943
235,15210
236,14960
237,14977
238,15257
239,14846
240,15097
241,15705
242,15507
243,15727
244,15594
245,14618
246,14472
247,14572
248,14940
249,14532
250,14481
251,15868
252,16670
253,15185
254,15085
255,14942
256,19311
257,15093
258,14818
259,14798
260,14926
261,14891
262,14811
263,14618
264,15182
265,15517
266,15786
267,15773
268,14777
269,14897
270,14574
271,14560
272,14584
273,14663
274,14579
275,14683
276,14533
277,14708
278,14593
279,14518
280,15126
281,14628
282,14738
283,14839
284,15020
285,14659
286,14989
287,16784
288,20113
289,16533
290,17194
291,16844
292,16043
293,16587
294,15106
295,15269
296,16088
297,16012
298,16622
299,18325
300,19188
301,15034
302,14804
303,16010
304,15182
305,15569
306,15905
307,15098
308,15831
309,14882
310,14993
311,14735
312,15052
313,16930
314,16009
315,14741
316,14967
317,14876
318,14921
319,15003
320,18129
321,14965
322,14857
323,14652
324,14689
325,14662
326,15116
327,14961
328,14854
329,18505
330,15846
331,15432
332,14977
333,16075
334,15250
335,14827
336,14654
337,14894
338,15204
339,14767
340,15481
341,16439
342,14734
343,14694
344,14791
345,14929
346,14898
347,15043
348,15008
349,15119
350,15501
351,15682
352,18384
353,17342
354,15102
355,14971
356,14691
357,15097
358,14813
359,15293
360,14867
361,14767
362,14911
363,14966
364,15059
365,14933
366,15859
367,16321
368,14864
369,15640
370,15278
371,14755
372,15171
373,14672
374,14723
375,14785
376,14731
377,14783
378,15884
379,15572
380,14865
381,14664
382,14813
383,14779
384,17688
385,14614
386,14593
387,14529
388,14604
389,14661
390,14551
391,14612
392,14825
393,15151
394,14925
395,14722
396,15144
397,16636
398,15014
399,14979
400,15206
401,15313
402,14719
403,14429
404,14390
405,14713
406,14317
407,14487
408,14515
409,14501
410,14667
411,14876
412,14603
413,14433
414,14314
415,14901
416,17309
417,14278
418,14722
419,14750
420,14036
421,14171
422,14153
423,14117
424,13994
425,13975
426,14529
427,14757
428,16219
429,15736
430,15390
431,15323
432,15623
433,16323
434,15925
435,17188
436,14686
437,14804
438,15349
439,15627
440,15389
441,15656
442,17395
443,14598
444,14559
445,15072
446,14083
447,13949
448,17438
449,13815
450,14549
451,13880
452,13745
453,13711
454,13760
455,13639
456,13561
457,13593
458,13513
459,13624
460,13700
461,13600
462,14132
463,13562
464,13528
465,13596
466,13986
467,15709
468,13381
469,14235
470,14451
471,14394
472,15225
473,14716
474,14377
475,13404
476,13323
477,13288
478,13875
479,13759
480,17579
481,14771
482,14367
483,13455
484,13175
485,13125
486,14910
487,13251
488,13917
489,12926
490,13002
491,12914
492,12927
493,12824
494,12586
495,12666
496,12713
497,13273
498,13316
499,13321
500,12876
501,12619
502,12978
503,12861
504,13435
505,13378
506,13365
507,13748
508,13668
509,13021
510,12681
511,12923
512,21104
513,12826
